 ----------------------header-------------------------- 2018-11-14 11:19:17,509 [6] INFO  log4netlogger - GET http://localhost:54938/
2018-11-14 11:19:19,924 [6] INFO  log4netlogger - GET http://localhost:54938/Content/bootstrap.css
2018-11-14 11:19:19,924 [8] INFO  log4netlogger - GET http://localhost:54938/Content/site.css
2018-11-14 11:19:19,924 [12] INFO  log4netlogger - GET http://localhost:54938/Scripts/jquery.unobtrusive-ajax.js
2018-11-14 11:19:19,925 [11] INFO  log4netlogger - GET http://localhost:54938/Scripts/jquery-ui-1.11.4.js
2018-11-14 11:19:19,925 [7] INFO  log4netlogger - GET http://localhost:54938/Content/themes/base/all.css
2018-11-14 11:19:19,925 [10] INFO  log4netlogger - GET http://localhost:54938/Scripts/jquery-1.10.2.js
2018-11-14 11:19:19,925 [9] INFO  log4netlogger - GET http://localhost:54938/Scripts/modernizr-2.6.2.js
2018-11-14 11:19:19,937 [12] INFO  log4netlogger - GET http://localhost:54938/Scripts/jquery.form.js
2018-11-14 11:19:19,937 [13] INFO  log4netlogger - GET http://localhost:54938/Scripts/md5.js
2018-11-14 11:19:19,937 [8] INFO  log4netlogger - GET http://localhost:54938/Scripts/bootstrap.js
2018-11-14 11:19:19,939 [13] INFO  log4netlogger - GET http://localhost:54938/Scripts/respond.js
2018-11-14 11:19:19,999 [6] INFO  log4netlogger - GET http://localhost:54938/Content/themes/base/base.css
2018-11-14 11:19:19,999 [12] INFO  log4netlogger - GET http://localhost:54938/Content/themes/base/theme.css
2018-11-14 11:19:20,014 [6] INFO  log4netlogger - GET http://localhost:54938/Content/themes/base/core.css
2018-11-14 11:19:20,014 [7] INFO  log4netlogger - GET http://localhost:54938/Content/themes/base/accordion.css
2018-11-14 11:19:20,015 [9] INFO  log4netlogger - GET http://localhost:54938/Content/themes/base/autocomplete.css
2018-11-14 11:19:20,016 [8] INFO  log4netlogger - GET http://localhost:54938/Content/themes/base/button.css
2018-11-14 11:19:20,017 [7] INFO  log4netlogger - GET http://localhost:54938/Content/themes/base/datepicker.css
2018-11-14 11:19:20,017 [9] INFO  log4netlogger - GET http://localhost:54938/Content/themes/base/dialog.css
2018-11-14 11:19:20,019 [10] INFO  log4netlogger - GET http://localhost:54938/Content/themes/base/draggable.css
2018-11-14 11:19:20,023 [12] INFO  log4netlogger - GET http://localhost:54938/Content/themes/base/resizable.css
2018-11-14 11:19:20,024 [13] INFO  log4netlogger - GET http://localhost:54938/Content/themes/base/progressbar.css
2018-11-14 11:19:20,024 [11] INFO  log4netlogger - GET http://localhost:54938/Content/themes/base/selectmenu.css
2018-11-14 11:19:20,024 [10] INFO  log4netlogger - GET http://localhost:54938/Content/themes/base/menu.css
2018-11-14 11:19:20,025 [6] INFO  log4netlogger - GET http://localhost:54938/Content/themes/base/selectable.css
2018-11-14 11:19:20,026 [8] INFO  log4netlogger - GET http://localhost:54938/Content/themes/base/sortable.css
2018-11-14 11:19:20,027 [10] INFO  log4netlogger - GET http://localhost:54938/Content/themes/base/slider.css
2018-11-14 11:19:20,027 [7] INFO  log4netlogger - GET http://localhost:54938/Content/themes/base/spinner.css
2018-11-14 11:19:20,031 [8] INFO  log4netlogger - GET http://localhost:54938/Content/themes/base/tabs.css
2018-11-14 11:19:20,033 [10] INFO  log4netlogger - GET http://localhost:54938/Content/themes/base/tooltip.css
2018-11-14 11:19:21,052 [6] INFO  log4netlogger - GET http://localhost:54938/favicon.ico
2018-11-14 11:20:26,371 [7] INFO  log4netlogger - POST http://localhost:54938/
2018-11-14 11:20:29,677 [8] INFO  log4netlogger - GET http://localhost:54938/Process
2018-11-14 11:20:31,643 [7] INFO  log4netlogger - GET http://localhost:54938/Content/process.css
2018-11-14 11:20:31,858 [9] INFO  log4netlogger - GET http://localhost:54938/Images/bg.jpg
2018-11-14 11:20:34,161 [6] INFO  log4netlogger - POST http://localhost:54938/Process/CheckMessage
2018-11-14 11:20:53,342 [8] INFO  log4netlogger - GET http://localhost:54938/Process/checkM?newList=????????:1234567890?????:123.433,????????:13B-2J-1321?????:1300029,????????:13B-2J-1331?????:1300029,????????:13B-2J-13212?????:1300029,????????:113B-2J-1321231?????:1300029,????????:113B-2J-1321232?????:1300029,????????:113B-2J-1321233?????:1300029,????????:113B-2J-1321234?????:1300029,????????:113B-2J-1321235?????:1300029,????????:3123?????:312
 ----------------------header-------------------------- 2018-11-14 18:57:21,408 [5] INFO  log4netlogger - GET http://localhost:54938/
2018-11-14 18:57:30,664 [5] INFO  log4netlogger - POST http://localhost:54938/
2018-11-14 18:57:33,600 [7] INFO  log4netlogger - GET http://localhost:54938/Process
2018-11-14 18:57:35,303 [6] INFO  log4netlogger - GET http://localhost:54938/Content/process.css
2018-11-14 18:58:15,683 [5] INFO  log4netlogger - POST http://localhost:54938/Process/CheckMessage
 ----------------------header-------------------------- 2018-11-14 19:42:33,571 [6] INFO  log4netlogger - GET http://localhost:54938/
2018-11-14 19:43:15,452 [8] INFO  log4netlogger - POST http://localhost:54938/
2018-11-14 19:43:18,154 [9] INFO  log4netlogger - GET http://localhost:54938/Process
2018-11-14 19:43:19,677 [6] INFO  log4netlogger - GET http://localhost:54938/Content/process.css
2018-11-14 19:43:31,257 [13] INFO  log4netlogger - POST http://localhost:54938/Process/DeleteProcess/1
2018-11-14 19:43:33,214 [10] INFO  log4netlogger - GET http://localhost:54938/Home/Empty?http://localhost:54938/Process
2018-11-14 19:43:33,242 [11] INFO  log4netlogger - GET http://localhost:54938/Process
