 ----------------------header-------------------------- 2018-12-06 08:39:37,906 [49] INFO  log4netlogger - GET http://localhost:9991/
2018-12-06 08:39:39,574 [61] INFO  log4netlogger - GET http://localhost:9991/Content/themes/base/base.css
2018-12-06 08:39:39,575 [53] INFO  log4netlogger - GET http://localhost:9991/Content/themes/base/theme.css
2018-12-06 08:39:39,886 [81] INFO  log4netlogger - GET http://localhost:9991/Content/themes/base/core.css
2018-12-06 08:39:39,886 [88] INFO  log4netlogger - GET http://localhost:9991/Content/themes/base/datepicker.css
2018-12-06 08:39:39,886 [52] INFO  log4netlogger - GET http://localhost:9991/Content/themes/base/button.css
2018-12-06 08:39:39,888 [48] INFO  log4netlogger - GET http://localhost:9991/Content/themes/base/autocomplete.css
2018-12-06 08:39:39,888 [56] INFO  log4netlogger - GET http://localhost:9991/Content/themes/base/accordion.css
2018-12-06 08:39:40,112 [51] INFO  log4netlogger - GET http://localhost:9991/Content/themes/base/draggable.css
2018-12-06 08:39:40,112 [83] INFO  log4netlogger - GET http://localhost:9991/Content/themes/base/dialog.css
2018-12-06 08:39:40,112 [50] INFO  log4netlogger - GET http://localhost:9991/Content/themes/base/progressbar.css
2018-12-06 08:39:40,112 [91] INFO  log4netlogger - GET http://localhost:9991/Content/themes/base/menu.css
2018-12-06 08:39:40,322 [85] INFO  log4netlogger - GET http://localhost:9991/Content/themes/base/resizable.css
2018-12-06 08:39:40,322 [52] INFO  log4netlogger - GET http://localhost:9991/Content/themes/base/selectmenu.css
2018-12-06 08:39:40,322 [48] INFO  log4netlogger - GET http://localhost:9991/Content/themes/base/sortable.css
2018-12-06 08:39:40,322 [81] INFO  log4netlogger - GET http://localhost:9991/Content/themes/base/selectable.css
2018-12-06 08:39:40,322 [53] INFO  log4netlogger - GET http://localhost:9991/Content/themes/base/spinner.css
2018-12-06 08:39:40,482 [92] INFO  log4netlogger - GET http://localhost:9991/Content/themes/base/slider.css
2018-12-06 08:39:40,792 [50] INFO  log4netlogger - GET http://localhost:9991/Content/themes/base/tooltip.css
2018-12-06 08:39:40,792 [61] INFO  log4netlogger - GET http://localhost:9991/Content/themes/base/tabs.css
2018-12-06 08:39:59,568 [83] INFO  log4netlogger - POST http://localhost:9991/
2018-12-06 08:41:33,038 [53] INFO  log4netlogger - POST http://localhost:9991/
2018-12-06 08:41:34,598 [52] INFO  log4netlogger - GET http://localhost:9991/Process
2018-12-06 08:45:03,201 [51] INFO  log4netlogger - GET http://localhost:9991/Procedure/Creating/70
2018-12-06 08:45:18,670 [85] INFO  log4netlogger - GET http://localhost:9991/Procedure/Creating/70
2018-12-06 08:45:41,992 [85] INFO  log4netlogger - GET http://localhost:9991/Process/Creating/74
2018-12-06 08:45:44,064 [49] INFO  log4netlogger - GET http://localhost:9991/Process
 ----------------------footer--------------------------  ----------------------header-------------------------- 2018-12-06 09:30:12,037 [7] INFO  log4netlogger - GET http://localhost:9991/Process/Detail/52
2018-12-06 09:30:12,049 [7] INFO  log4netlogger - GET http://localhost:9991/
2018-12-06 09:30:13,136 [7] INFO  log4netlogger - GET http://localhost:9991/Process/Detail/52
2018-12-06 09:30:13,159 [8] INFO  log4netlogger - GET http://localhost:9991/
2018-12-06 09:30:17,329 [8] INFO  log4netlogger - POST http://localhost:9991/
2018-12-06 09:30:20,408 [17] INFO  log4netlogger - GET http://localhost:9991/Process
2018-12-06 09:30:22,992 [22] INFO  log4netlogger - GET http://localhost:9991/Process/Detail/52
2018-12-06 09:30:24,328 [7] INFO  log4netlogger - GET http://localhost:9991/Process
2018-12-06 09:30:25,394 [18] INFO  log4netlogger - GET http://localhost:9991/Process/Detail/49
2018-12-06 09:30:43,555 [8] INFO  log4netlogger - GET http://localhost:9991/Procedure/Detail/58
2018-12-06 09:30:50,777 [19] INFO  log4netlogger - GET http://localhost:9991/Process/Detail/49
2018-12-06 09:30:51,871 [18] INFO  log4netlogger - GET http://localhost:9991/Process
