 ----------------------header-------------------------- 2018-11-15 08:25:09,121 [7] INFO  log4netlogger - GET http://localhost:9991/
2018-11-15 08:25:16,597 [16] INFO  log4netlogger - POST http://localhost:9991/
2018-11-15 08:25:19,204 [16] INFO  log4netlogger - GET http://localhost:9991/Process
2018-11-15 08:25:20,767 [18] INFO  log4netlogger - GET http://localhost:9991/Content/process.css
2018-11-15 08:25:24,606 [17] INFO  log4netlogger - GET http://localhost:9991/Process/Create
2018-11-15 08:25:29,977 [19] INFO  log4netlogger - POST http://localhost:9991/Process/Create
2018-11-15 08:25:30,360 [21] INFO  log4netlogger - GET http://localhost:9991/Process/Creating/49
2018-11-15 08:25:40,413 [21] INFO  log4netlogger - POST http://localhost:9991/Process/AddProcedure?pid=49
2018-11-15 08:25:40,512 [20] INFO  log4netlogger - GET http://localhost:9991/Home/Empty?http://localhost:9991/Process/Creating/49
2018-11-15 08:25:40,541 [18] INFO  log4netlogger - GET http://localhost:9991/Process/Creating/49
2018-11-15 08:25:41,937 [7] INFO  log4netlogger - GET http://localhost:9991/Process
2018-11-15 08:25:48,481 [21] INFO  log4netlogger - GET http://localhost:9991/Process/Creating/46
2018-11-15 08:25:55,202 [19] INFO  log4netlogger - POST http://localhost:9991/Approve/Submit?pid=46
2018-11-15 08:25:55,356 [21] INFO  log4netlogger - GET http://localhost:9991/Home/Empty?http://localhost:9991/Process/Creating/46
2018-11-15 08:25:55,381 [5] INFO  log4netlogger - GET http://localhost:9991/Process/Creating/46
2018-11-15 08:25:57,320 [18] INFO  log4netlogger - GET http://localhost:9991/User/NowUser
2018-11-15 08:25:58,215 [7] INFO  log4netlogger - GET http://localhost:9991/Home/Logoff
2018-11-15 08:25:58,220 [23] INFO  log4netlogger - GET http://localhost:9991/
2018-11-15 08:26:03,859 [23] INFO  log4netlogger - POST http://localhost:9991/
2018-11-15 08:26:03,865 [19] INFO  log4netlogger - GET http://localhost:9991/Process
2018-11-15 08:26:05,478 [17] INFO  log4netlogger - GET http://localhost:9991/Approve/Waiting
2018-11-15 08:26:07,467 [5] INFO  log4netlogger - GET http://localhost:9991/Approve/Approve/15
2018-11-15 08:26:10,500 [21] INFO  log4netlogger - POST http://localhost:9991/Approve/Approve/15
2018-11-15 08:26:11,990 [18] INFO  log4netlogger - GET http://localhost:9991/Approve/Waiting
2018-11-15 08:26:13,468 [23] INFO  log4netlogger - GET http://localhost:9991/Home/Logoff
2018-11-15 08:26:13,472 [19] INFO  log4netlogger - GET http://localhost:9991/
2018-11-15 08:26:16,727 [17] INFO  log4netlogger - POST http://localhost:9991/
2018-11-15 08:26:16,732 [16] INFO  log4netlogger - GET http://localhost:9991/Process
2018-11-15 08:26:19,431 [23] INFO  log4netlogger - GET http://localhost:9991/Approve/Waiting
2018-11-15 08:26:20,822 [16] INFO  log4netlogger - GET http://localhost:9991/Approve/Approve/15
2018-11-15 08:26:23,419 [23] INFO  log4netlogger - POST http://localhost:9991/Approve/Approve/15
2018-11-15 08:26:24,488 [5] INFO  log4netlogger - GET http://localhost:9991/Approve/Waiting
2018-11-15 08:26:25,772 [21] INFO  log4netlogger - GET http://localhost:9991/Home/Logoff
2018-11-15 08:26:25,776 [16] INFO  log4netlogger - GET http://localhost:9991/
2018-11-15 08:26:30,495 [21] INFO  log4netlogger - POST http://localhost:9991/
2018-11-15 08:26:30,500 [18] INFO  log4netlogger - GET http://localhost:9991/Process
2018-11-15 08:26:32,233 [23] INFO  log4netlogger - GET http://localhost:9991/Process/Detail/46
2018-11-15 08:26:34,193 [17] INFO  log4netlogger - GET http://localhost:9991/Procedure/Detail/51
2018-11-15 08:26:39,522 [21] INFO  log4netlogger - POST http://localhost:9991/Procedure/StartTest?sid=66
2018-11-15 08:26:39,577 [18] INFO  log4netlogger - GET http://localhost:9991/Home/Empty?http://localhost:9991/Procedure/Detail/51
2018-11-15 08:26:39,600 [23] INFO  log4netlogger - GET http://localhost:9991/Procedure/Detail/51
2018-11-15 08:26:46,182 [5] INFO  log4netlogger - POST http://localhost:9991/Procedure/ModifyParam?sid=66
2018-11-15 08:26:46,202 [17] INFO  log4netlogger - GET http://localhost:9991/Home/Empty?http://localhost:9991/Procedure/Detail/51
2018-11-15 08:26:46,249 [19] INFO  log4netlogger - GET http://localhost:9991/Procedure/Detail/51
2018-11-15 08:27:02,148 [5] INFO  log4netlogger - POST http://localhost:9991/Procedure/ModifyParam?sid=66
2018-11-15 08:27:02,169 [16] INFO  log4netlogger - GET http://localhost:9991/Home/Empty?http://localhost:9991/Procedure/Detail/51
2018-11-15 08:27:02,191 [18] INFO  log4netlogger - GET http://localhost:9991/Procedure/Detail/51
2018-11-15 08:27:57,982 [18] INFO  log4netlogger - GET http://localhost:9991/Process
2018-11-15 08:27:59,730 [21] INFO  log4netlogger - POST http://localhost:9991/Process/CheckMessage
2018-11-15 08:28:04,273 [18] INFO  log4netlogger - POST http://localhost:9991/Process/CheckMessage
2018-11-15 08:28:16,410 [17] INFO  log4netlogger - POST http://localhost:9991/Process/CheckMessage
2018-11-15 08:28:24,108 [17] INFO  log4netlogger - GET http://localhost:9991/Process/ImportProcesses?processIdes=47,
2018-11-15 08:28:38,970 [17] INFO  log4netlogger - GET http://localhost:9991/Process/ImportProcesses?processIdes=46,
2018-11-15 08:29:46,786 [29] INFO  log4netlogger - GET http://localhost:9991/Sync
 ----------------------footer--------------------------  ----------------------header-------------------------- 2018-11-15 09:52:28,456 [6] INFO  log4netlogger - GET http://localhost:54938/
2018-11-15 09:54:49,491 [8] INFO  log4netlogger - POST http://localhost:54938/
2018-11-15 09:54:53,400 [9] INFO  log4netlogger - GET http://localhost:54938/Process
2018-11-15 09:55:00,186 [6] INFO  log4netlogger - POST http://localhost:54938/Process/CheckMessage
2018-11-15 09:55:28,777 [15] INFO  log4netlogger - POST http://localhost:54938/Process/CheckMessage
 ----------------------header-------------------------- 2018-11-15 09:55:51,096 [6] INFO  log4netlogger - GET http://localhost:54938/
2018-11-15 09:57:26,095 [6] INFO  log4netlogger - POST http://localhost:54938/
2018-11-15 09:57:29,115 [8] INFO  log4netlogger - GET http://localhost:54938/Process
2018-11-15 09:57:34,972 [9] INFO  log4netlogger - POST http://localhost:54938/Process/CheckMessage
 ----------------------header-------------------------- 2018-11-15 09:59:44,368 [5] INFO  log4netlogger - GET http://localhost:54938/
 ----------------------header-------------------------- 2018-11-15 10:00:19,366 [6] INFO  log4netlogger - GET http://localhost:54938/
2018-11-15 10:00:28,302 [6] INFO  log4netlogger - POST http://localhost:54938/
2018-11-15 10:00:38,905 [6] INFO  log4netlogger - POST http://localhost:54938/
2018-11-15 10:00:38,926 [8] INFO  log4netlogger - GET http://localhost:54938/Process
2018-11-15 10:00:42,898 [6] INFO  log4netlogger - POST http://localhost:54938/Process/CheckMessage
2018-11-15 10:01:02,550 [9] INFO  log4netlogger - POST http://localhost:54938/Process/CheckMessage
 ----------------------header-------------------------- 2018-11-15 10:02:14,070 [6] INFO  log4netlogger - GET http://localhost:54938/
2018-11-15 10:02:14,187 [6] INFO  log4netlogger - GET http://localhost:54938/Process
2018-11-15 10:02:22,146 [13] INFO  log4netlogger - POST http://localhost:54938/Process/CheckMessage
2018-11-15 10:02:26,847 [12] INFO  log4netlogger - GET http://localhost:54938/Process/checkM?newList=工艺规程编号:wjq1零件号:wtf
2018-11-15 10:02:33,269 [6] INFO  log4netlogger - POST http://localhost:54938/Process/CheckMessage
2018-11-15 10:02:34,546 [7] INFO  log4netlogger - GET http://localhost:54938/Process/checkM?newList=工艺规程编号:wjq1零件号:wtf
2018-11-15 10:02:54,398 [9] INFO  log4netlogger - GET http://localhost:54938/Process/Detail/46
2018-11-15 10:02:56,268 [10] INFO  log4netlogger - GET http://localhost:54938/Procedure/Detail/51
2018-11-15 10:03:47,049 [9] INFO  log4netlogger - POST http://localhost:54938/Procedure/ModifyParam?sid=66
2018-11-15 10:03:47,309 [8] INFO  log4netlogger - GET http://localhost:54938/Home/Empty?http://localhost:54938/Procedure/Detail/51
2018-11-15 10:03:47,697 [7] INFO  log4netlogger - GET http://localhost:54938/Procedure/Detail/51
2018-11-15 10:03:59,811 [7] INFO  log4netlogger - GET http://localhost:54938/Process/Detail/46
2018-11-15 10:04:01,076 [8] INFO  log4netlogger - GET http://localhost:54938/Process
2018-11-15 10:04:03,394 [10] INFO  log4netlogger - POST http://localhost:54938/Process/CheckMessage
2018-11-15 10:04:45,200 [10] INFO  log4netlogger - GET http://localhost:54938/Process
2018-11-15 10:04:45,327 [9] INFO  log4netlogger - GET http://localhost:54938/favicon.ico
2018-11-15 10:04:47,341 [8] INFO  log4netlogger - POST http://localhost:54938/Process/CheckMessage
 ----------------------header-------------------------- 2018-11-15 10:04:57,791 [6] INFO  log4netlogger - GET http://localhost:54938/
2018-11-15 10:05:04,743 [6] INFO  log4netlogger - POST http://localhost:54938/
2018-11-15 10:05:08,136 [8] INFO  log4netlogger - GET http://localhost:54938/Process
2018-11-15 10:05:10,736 [6] INFO  log4netlogger - POST http://localhost:54938/Process/CheckMessage
 ----------------------header-------------------------- 2018-11-15 10:07:52,113 [6] INFO  log4netlogger - GET http://localhost:54938/
2018-11-15 10:07:52,234 [6] INFO  log4netlogger - GET http://localhost:54938/Process
2018-11-15 10:08:01,063 [6] INFO  log4netlogger - POST http://localhost:54938/Process/CheckMessage
2018-11-15 10:08:03,316 [12] INFO  log4netlogger - GET http://localhost:54938/Process/checkM?newList=工艺规程编号:wjq1零件号:wtf
2018-11-15 10:08:06,275 [7] INFO  log4netlogger - GET http://localhost:54938/Process/Detail/46
2018-11-15 10:08:07,701 [11] INFO  log4netlogger - GET http://localhost:54938/Procedure/Detail/51
 ----------------------header-------------------------- 2018-11-15 10:08:32,421 [6] INFO  log4netlogger - GET http://localhost:54938/
2018-11-15 10:09:00,619 [6] INFO  log4netlogger - POST http://localhost:54938/
2018-11-15 10:09:03,580 [8] INFO  log4netlogger - GET http://localhost:54938/Process
2018-11-15 10:09:08,382 [6] INFO  log4netlogger - POST http://localhost:54938/Process/CheckMessage
 ----------------------header-------------------------- 2018-11-15 12:36:48,059 [6] INFO  log4netlogger - GET http://localhost:54938/
2018-11-15 12:37:14,299 [9] INFO  log4netlogger - POST http://localhost:54938/
2018-11-15 12:37:17,040 [11] INFO  log4netlogger - GET http://localhost:54938/Process
2018-11-15 12:37:27,275 [11] INFO  log4netlogger - POST http://localhost:54938/Process/CheckMessageWords
2018-11-15 12:37:33,741 [13] INFO  log4netlogger - GET http://localhost:54938/Process/Creating/49
2018-11-15 12:37:36,548 [9] INFO  log4netlogger - GET http://localhost:54938/Procedure/Creating/58
2018-11-15 12:37:56,492 [10] INFO  log4netlogger - POST http://localhost:54938/Procedure/AddSeam?prid=58
2018-11-15 12:37:57,093 [9] INFO  log4netlogger - GET http://localhost:54938/Home/Empty?http://localhost:54938/Procedure/Creating/58
2018-11-15 12:37:57,123 [12] INFO  log4netlogger - GET http://localhost:54938/Procedure/Creating/58
2018-11-15 12:37:59,201 [14] INFO  log4netlogger - POST http://localhost:54938/Procedure/GenParam?sid=71
2018-11-15 12:39:44,423 [8] INFO  log4netlogger - POST http://localhost:54938/Procedure/EditParam?sid=71
2018-11-15 12:39:44,603 [13] INFO  log4netlogger - GET http://localhost:54938/Home/Empty?http://localhost:54938/Procedure/Creating/58
2018-11-15 12:39:44,632 [12] INFO  log4netlogger - GET http://localhost:54938/Procedure/Creating/58
2018-11-15 12:39:50,119 [9] INFO  log4netlogger - GET http://localhost:54938/Process/Creating/49
2018-11-15 12:39:51,512 [7] INFO  log4netlogger - GET http://localhost:54938/Process
2018-11-15 12:39:54,490 [14] INFO  log4netlogger - POST http://localhost:54938/Process/CheckMessageWords
2018-11-15 12:39:56,854 [9] INFO  log4netlogger - GET http://localhost:54938/Process/Creating/49
2018-11-15 12:39:58,411 [15] INFO  log4netlogger - GET http://localhost:54938/Procedure/Creating/58
2018-11-15 12:40:02,260 [15] INFO  log4netlogger - GET http://localhost:54938/Process/Creating/49
2018-11-15 12:40:03,586 [16] INFO  log4netlogger - GET http://localhost:54938/Process
2018-11-15 12:40:05,272 [8] INFO  log4netlogger - POST http://localhost:54938/Process/CheckMessage
 ----------------------footer--------------------------  ----------------------header-------------------------- 2018-11-15 12:49:07,062 [42] INFO  log4netlogger - GET http://localhost:54938/Process/Index
2018-11-15 12:52:03,870 [45] INFO  log4netlogger - POST http://localhost:54938/Process/CheckMessage
2018-11-15 12:52:09,282 [41] INFO  log4netlogger - POST http://localhost:54938/Process/CheckMessageWords
 ----------------------header-------------------------- 2018-11-15 13:39:05,250 [5] INFO  log4netlogger - GET http://localhost:54938/
2018-11-15 13:41:41,129 [5] INFO  log4netlogger - POST http://localhost:54938/
2018-11-15 13:41:44,152 [7] INFO  log4netlogger - GET http://localhost:54938/Process
2018-11-15 13:41:51,254 [5] INFO  log4netlogger - POST http://localhost:54938/Process/CheckMessage
2018-11-15 13:42:13,612 [5] INFO  log4netlogger - POST http://localhost:54938/Process/CheckMessageWords
2018-11-15 13:42:52,215 [5] INFO  log4netlogger - GET http://localhost:54938/Process/Creating/49
2018-11-15 13:42:54,904 [5] INFO  log4netlogger - GET http://localhost:54938/Procedure/Creating/58
2018-11-15 13:43:44,739 [5] INFO  log4netlogger - POST http://localhost:54938/Procedure/EditParam?sid=71
2018-11-15 13:43:44,971 [18] INFO  log4netlogger - GET http://localhost:54938/Home/Empty?http://localhost:54938/Procedure/Creating/58
2018-11-15 13:43:45,006 [5] INFO  log4netlogger - GET http://localhost:54938/Procedure/Creating/58
2018-11-15 13:43:48,187 [5] INFO  log4netlogger - GET http://localhost:54938/Process/Creating/49
2018-11-15 13:43:49,839 [18] INFO  log4netlogger - GET http://localhost:54938/Process
2018-11-15 13:43:52,173 [22] INFO  log4netlogger - POST http://localhost:54938/Process/CheckMessageWords
2018-11-15 13:43:56,416 [5] INFO  log4netlogger - GET http://localhost:54938/Process/Creating/49
2018-11-15 13:43:57,774 [18] INFO  log4netlogger - GET http://localhost:54938/Procedure/Creating/58
 ----------------------footer--------------------------  ----------------------header-------------------------- 2018-11-15 13:47:57,332 [5] INFO  log4netlogger - GET http://localhost:54938/Process/Creating/49
2018-11-15 13:48:08,088 [32] INFO  log4netlogger - GET http://localhost:54938/Process
2018-11-15 13:48:11,402 [5] INFO  log4netlogger - GET http://localhost:54938/Process/ImportProcesses?processIdes=46,
 ----------------------header-------------------------- 2018-11-15 18:10:16,407 [6] INFO  log4netlogger - GET http://localhost:54938/
 ----------------------footer--------------------------  ----------------------header-------------------------- 2018-11-15 18:12:30,061 [15] INFO  log4netlogger - POST http://localhost:54938/
2018-11-15 18:12:33,168 [8] INFO  log4netlogger - GET http://localhost:54938/Process
2018-11-15 18:13:21,591 [9] INFO  log4netlogger - GET http://localhost:54938/Process/CheckMessage
 ----------------------footer--------------------------  ----------------------header-------------------------- 2018-11-15 18:14:06,954 [11] INFO  log4netlogger - GET http://localhost:54938/Process
2018-11-15 18:14:13,146 [10] INFO  log4netlogger - GET http://localhost:54938/favicon.ico
2018-11-15 18:14:16,922 [8] INFO  log4netlogger - GET http://localhost:54938/Process/CheckMessage
2018-11-15 18:14:17,357 [8] ERROR log4netlogger -    在 System.Number.StringToNumber(String str, NumberStyles options, NumberBuffer& number, NumberFormatInfo info, Boolean parseDecimal)
   在 System.Number.ParseInt32(String s, NumberStyles style, NumberFormatInfo info)
   在 WCAPP.Controllers.ProcessController.<>c.<GetDataTableForPercents>b__29_0(String s) 位置 D:\liyang\wcapp\WCAPP\Controllers\ProcessController.cs:行号 1498
   在 System.Array.ConvertAll[TInput,TOutput](TInput[] array, Converter`2 converter)
   在 WCAPP.Controllers.ProcessController.GetDataTableForPercents(String[] areaid) 位置 D:\liyang\wcapp\WCAPP\Controllers\ProcessController.cs:行号 1498
   在 WCAPP.Controllers.ProcessController.ExportExcelForPercentForWebs(String sheetName, String xlsname, String[] areaid) 位置 D:\liyang\wcapp\WCAPP\Controllers\ProcessController.cs:行号 1438
   在 WCAPP.Controllers.ProcessController.CheckMessage() 位置 D:\liyang\wcapp\WCAPP\Controllers\ProcessController.cs:行号 1861
